TARGET_CLASS,configuration_id,criterion,ctg_min_time_per_job,ctg_schedule,search_budget,p_object_pool,ctg_time_per_class,Size,Length,Total_Time,Random_Seed,LineCoverage,LineCoverageBitString,BranchCoverage,BranchCoverageBitString,ExceptionCoverage,ExceptionCoverageBitString,Explicit_MethodExceptions,Explicit_TypeExceptions,Implicit_MethodExceptions,Implicit_TypeExceptions,WeakMutationScore,WeakMutationCoverageBitString,OutputCoverage,OutputCoverageBitString,MethodCoverage,MethodCoverageBitString,MethodNoExceptionCoverage,MethodNoExceptionCoverageBitString,CBranchCoverage,CBranchCoverageBitString
com.brmayi.yuna.controller.ExceptionController,default,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1,BUDGET,66,0.3,2,17,39,95807,1599722738297,0.7037037037037037,111011110111111101111100010111111110101101111011100000,0.8888888888888888,111111111111111001,1.0,11111111111111,2,2,5,5,0.7466666666666667,101111111111000101111111111000011011111101111111111111111111111011101000000,0.08888888888888889,010000010000010000000000000000000000000000010,0.9411764705882353,11111111111111110,0.29411764705882354,11010100000000010,0.8888888888888888,111111111111110101
